 2000.00     500.000        1.00000000   0.54360078   0.08679949        0.52666805   0.41332243        0.30502601   0.35907083
 2100.00     476.190        1.00000000   0.56618736   0.14065513        0.51594919   0.41462823        0.29722115   0.35828027
 2200.00     454.545        1.00000000   0.58734976   0.18362641        0.50561853   0.41523508        0.29010253   0.35736649
 2300.00     434.783        1.00000000   0.60724493   0.22137978        0.49568136   0.41523016        0.28359494   0.35634941
 2400.00     416.667        1.00000000   0.62600248   0.25591950        0.48613958   0.41469527        0.27763286   0.35524684
 2500.00     400.000        1.00000000   0.64373109   0.28819679        0.47699184   0.41370588        0.27215903   0.35407459
 2600.00     384.615        1.00000000   0.66052319   0.31873863        0.46823386   0.41233069        0.26712334   0.35284660
 2700.00     370.370        1.00000000   0.67645822   0.34786758        0.45985885   0.41063151        0.26248174   0.35157507
 2800.00     357.143        1.00000000   0.69160518   0.37579588        0.45185787   0.40866340        0.25819546   0.35027065
 2900.00     344.828        1.00000000   0.70602449   0.40267128        0.44422033   0.40647504        0.25423026   0.34894256
 3000.00     333.333        1.00000000   0.71976951   0.42860152        0.43693431   0.40410911        0.25055582   0.34759878
 3100.00     322.581        1.00000000   0.73288760   0.45366838        0.42998698   0.40160280        0.24714525   0.34624614
 3200.00     312.500        1.00000000   0.74542112   0.47793608        0.42336490   0.39898835        0.24397461   0.34489052
 3300.00     303.030        1.00000000   0.75740814   0.50145662        0.41705424   0.39629352        0.24102257   0.34353691
 3400.00     294.118        1.00000000   0.76888303   0.52427322        0.41104108   0.39354213        0.23827007   0.34218955
 3500.00     285.714        1.00000000   0.77987699   0.54642268        0.40531154   0.39075447        0.23570001   0.34085200
 3600.00     277.778        1.00000000   0.79041843   0.56793692        0.39985192   0.38794778        0.23329708   0.33952726
 3700.00     270.270        1.00000000   0.80053332   0.58884417        0.39464885   0.38513659        0.23104750   0.33821781
 3800.00     263.158        1.00000000   0.81024551   0.60916971        0.38968931   0.38233313        0.22893883   0.33692571
 3900.00     256.410        1.00000000   0.81957693   0.62893653        0.38496077   0.37954757        0.22695986   0.33565263
 4000.00     250.000        1.00000000   0.82854786   0.64816570        0.38045117   0.37678834        0.22510046   0.33439993
 4100.00     243.902        1.00000000   0.83717703   0.66687674        0.37614896   0.37406236        0.22335143   0.33316866
 4200.00     238.095        1.00000000   0.84548188   0.68508786        0.37204315   0.37137528        0.22170443   0.33195966
 4300.00     232.558        1.00000000   0.85347859   0.70281616        0.36812324   0.36873160        0.22015187   0.33077353
 4400.00     227.273        1.00000000   0.86118227   0.72007777        0.36437931   0.36613489        0.21868685   0.32961072
 4500.00     222.222        1.00000000   0.86860704   0.73688797        0.36080191   0.36358791        0.21730306   0.32847151
 4600.00     217.391        1.00000000   0.87576611   0.75326132        0.35738213   0.36109274        0.21599475   0.32735605
 4700.00     212.766        1.00000000   0.88267187   0.76921169        0.35411155   0.35865086        0.21475665   0.32626438
 4800.00     208.333        1.00000000   0.88933596   0.78475236        0.35098221   0.35626326        0.21358394   0.32519645
 4900.00     204.082        1.00000000   0.89576933   0.79989606        0.34798660   0.35393053        0.21247220   0.32415212
 5000.00     200.000        1.00000000   0.90198230   0.81465502        0.34511765   0.35165288        0.21141735   0.32313121
 5100.00     196.078        1.00000000   0.90963069   0.82838210        0.34241203   0.35001272        0.21021935   0.32232854
 5200.00     192.308        1.00000000   0.91710889   0.84190889        0.33979886   0.34839077        0.20907188   0.32153748
 5300.00     188.679        1.00000000   0.92441842   0.85523742        0.33727444   0.34678727        0.20797270   0.32075786
 5400.00     185.185        1.00000000   0.93156127   0.86836903        0.33483529   0.34520270        0.20691958   0.31998956
 5500.00     181.818        1.00000000   0.93853986   0.88130458        0.33247815   0.34363762        0.20591041   0.31923255
 5600.00     178.571        1.00000000   0.94535695   0.89404470        0.33019990   0.34209270        0.20494313   0.31848685
 5700.00     175.439        1.00000000   0.95201559   0.90658983        0.32799758   0.34056863        0.20401576   0.31775250
 5800.00     172.414        1.00000000   0.95851906   0.91894041        0.32586836   0.33906607        0.20312639   0.31702955
 5900.00     169.492        1.00000000   0.96487079   0.93109690        0.32380952   0.33758570        0.20227319   0.31631809
 6000.00     166.667        1.00000000   0.97107439   0.94305985        0.32181844   0.33612812        0.20145443   0.31561817
 6100.00     163.934        1.00000000   0.97713351   0.95482993        0.31989262   0.33469388        0.20066842   0.31492986
 6200.00     161.290        1.00000000   0.98305189   0.96640795        0.31802964   0.33328348        0.19991358   0.31425322
 6300.00     158.730        1.00000000   0.98883326   0.97779486        0.31622718   0.33189733        0.19918839   0.31358829
 6400.00     156.250        1.00000000   0.99448139   0.98899179        0.31448300   0.33053578        0.19849141   0.31293509
 6500.00     153.846        1.00000000   1.00000000   1.00000000        0.31279496   0.32919912        0.19782126   0.31229365
